duration,fwd_packets,bwd_packets,fwd_len,bwd_len,flow_bytes_s,flow_packets_s,fwd_iat_mean,bwd_iat_mean,fwd_psh_flags,syn_count,rst_count,ack_count,psh_count,active_mean,idle_mean,flow_iat_mean,fwd_len_mean,bwd_len_mean,dst_port,label,attack_type
49,11,2,695,349,607.6204588884202,27.933635010670116,27.31899251422858,7.294841551762614,2.0,5.0,0.0,26,1.0,12.51376176982753,5.429125326102184,34.92879460698262,98.89978804197794,105.74061504568041,443,0,Benign
66,2,2,15172,267,2539.647845076801,37.64500824058633,142.12492688083702,164.4622821756382,0.0,4.0,0.0,84,0.0,246.84676119657613,134.568414225956,147.5157311066143,7697.141913867243,309.428768259255,35062,1,PortScan
41,4,2,142,6616,310.6332521560356,7.181865712229943,87.58987314784125,7.388128276712846,1.0,6.0,1.0,2,1.0,221.45638134079445,191.19043198861954,62.25847771290279,7764.358875523091,4.920487745749808,8080,0,Benign
21,113,2,33,0,6961902.4526940575,1049.31903430087,0.9895339927494691,7.343961346318029,7.0,40.0,3.0,434,10.0,1.5661699967266332,1.1058836636540774,2.870535971568656,127.09675714944143,3.849332831753477,0,1,DoS
264,9,4,6724,28,1595.4150398626136,7.734267618813665,402.45102193909037,622.4768600484429,1.0,2.0,0.0,16,0.0,11444.397565446863,2.232951253344177,63193.70844722214,107.45615755263853,32.214082496886896,8080,1,Infiltration
225,11,10,3751,35974,499201.4483380346,5.043738066498114,292.7608579884733,3919.9512017404377,2.0,2.0,0.0,36,0.0,820.5640127969616,22172.382932837638,4084.156593560786,3506.851611492307,11419.922532215127,80,0,Benign
4,105,3,382,7,342233479.1471608,2369.8921387676332,1.4922420155203648,31.287325186171575,9.0,61.0,6.0,192,6.0,1.3512474218220152,0.9744887983341564,2.1251801544841977,4.864300205560668,1.4962231019313232,443,1,DoS
1989,13,7,28144,109593,173232.4648252414,29.542634075420164,288.82560691529665,25.66023695528402,2.0,6.0,1.0,94,1.0,59936.680559417386,203131.69120233055,229.16429280531216,142026.9496468418,124092.39038618474,80,0,Benign
86,2,5,1,323,56697.98090245882,17.700505409606805,9.481900148221364,140.189299414862,0.0,4.0,0.0,27,1.0,87.4871618406224,109.93206427204764,9.437286359747635,334.2845973300584,343.143539382995,8080,0,Benign
6,95,4,12,0,1949.4535162279303,85583.01565532688,3.6846955193350714,17.115543989086138,8.0,60.0,3.0,220,12.0,1.3114490485266705,1.013548990649864,1.4786912693275178,53.38118031442279,4.531854515703782,443,1,DoS
5,10,15,26864,16739,294445.8952866711,2.067651749821673,182.3385498806621,186.20382485161514,1.0,2.0,2.0,48,0.0,477.69213867917483,431.7650187915052,109.63114555733718,99390.88535808466,3265.2961322175365,443,0,Benign
527,6,14,651950,54844,16239505.133713827,279.69926423907117,428.9983638881993,296.4116685360969,1.0,1.0,0.0,18,1.0,340.171462987481,146560.78476340062,4696.250779581453,4453.479151086876,19757.25267149135,53,0,Benign
3,108,2,349,5,48859.7359792568,3326.0852354658628,1.9179944713684778,4.691811615153553,10.0,53.0,8.0,18,14.0,2.1381773025303774,1.2895584436183183,0.6412889753857755,31.2469726482601,6.101437723725276,53,1,DoS
0,0,0,3,0,5.764731591722307,4.088218246934257,1.0718455951248769,0.9692035156047224,0.0,1.0,0.0,0,0.0,0.9906475419839823,1.1037433384724522,9.579301728754743,2.586503353018012,0.9472091419090649,10238,1,PortScan
1,4,3,18,1656,12416.693563655124,19.049838393561195,403.40310161036973,367.3718206004919,1.0,6.0,0.0,565,0.0,268.71826762086647,63.92317204478489,2938.770192528458,226.71330916365753,401.2147022616361,443,0,Benign
4,0,0,12,1,2.093548295826249,1.700463609923058,6.013933273977437,0.9605242220132755,0.0,1.0,0.0,0,0.0,1.0582990111566495,1.1408752704926886,3.6071047597555865,4.275940385632877,0.9250821208098932,24317,1,PortScan
47,2,2,621,205,29840.757012700113,2.344184713172184,16.48416233792105,110.96748674972149,0.0,4.0,0.0,33,0.0,16724.779689017905,193.55838601563354,395.475326587066,829.9967494197501,269.96432740504935,58408,1,PortScan
10,8,7,113,104684,4464.589511149628,3.4367110113584074,3380.591785453441,133.41333759958616,2.0,1.0,0.0,8,2.0,4633.089218076858,2971.767590007862,563.6153632262535,826.3217133332475,1438.4685648361408,443,1,Infiltration
2993,12,5,3,346,23.42635306736673,6.461752816160814,8159.643096557011,7144.511592628531,2.0,2.0,0.0,17,0.0,18044.916386134984,326.55517244429575,237.83453577025233,722.8549440087045,201.2176974753446,443,1,Infiltration
54,11,7,10583,156446,93878.69319427227,210.55417988883744,187.45503346333126,100.28558761625041,0.0,2.0,1.0,31,0.0,7025.61065969495,56505.46184757112,304.63771394975254,2070.333432422795,20186.776164540726,443,0,Benign
912,11,10,6481,69504,604906.6678416092,9.435857867683529,2052.0414861449062,752.0882496685225,1.0,0.0,1.0,121,2.0,4471.643235052586,33060.36666455044,10968.071454241375,1436.4860538466983,23890.136187550404,53,0,Benign
25,14,5,53059,522,44393.5010813767,160.60305319630615,342.05962173435233,24.71602180807169,2.0,6.0,2.0,5,2.0,55.64177525956952,422.8999877671321,164.57977724783296,801.0534225545786,2611.8172866491864,80,1,DoS
837,4,8,2231,673,1464.9832027913608,9.247418884574165,22.443285053226983,855.0149910668442,0.0,1.0,0.0,39,0.0,851.0668840595941,1243.7962972047728,0.9914811140075701,4412.231426742804,58.95000955493019,37769,1,PortScan
8,7,0,221,9,140.4211956758071,6.810043946896033,2.0495853491005973,30.49410294092658,2.0,8.0,1.0,64,0.0,139.87488162542365,251.2969822659546,12.08525154908874,20.978345802943036,794.6362515656468,22,0,Benign
114,7,2,978,440,13636.644989052136,5.088161944784883,95.64760453887851,2.198745885754558,3.0,3.0,0.0,5,2.0,11.613284437225614,123.66629145973425,236.72090097902097,688.6143214597123,204.55666211049663,53,0,Benign
173,2,2,28,314,8862.468141026524,14.793566102380177,8.458787718536989,537.9191764177887,0.0,5.0,2.0,11,2.0,236.57609652008495,2144.897261059125,56.741458824393945,96.15716857932465,1037.9679486795371,21,0,Benign
1,6,3,29414,1447,318.757361742276,75.7302622145398,12.530543394549776,4.586270337875372,0.0,7.0,0.0,45,2.0,192.94318871373355,94.03363462595209,16.019992727505425,134.69107743328632,78.64848318090655,53,0,Benign
6,8,2,57,34886,142424.7324183705,15.683274763335483,77.29300716256196,21.12864313674448,1.0,4.0,0.0,16,1.0,16.44911791909774,25.187177473348836,3.5698629000913056,2099.4523837558,706.5972483982662,80,0,Benign
51,6,5,7852,61225,203648.56124219619,9.827949388709866,86.6114137185697,458.3371623372421,0.0,3.0,0.0,79,0.0,1298.470855918423,6995.935466268913,955.6353569606521,163.6870543687517,975.8612556566347,22,1,BruteForce
1,107,7,19,4,21681474.902856417,10216.158491858918,2.6100887399598665,1.3867691519717014,9.0,44.0,8.0,982,14.0,0.8936182996175224,1.0194485117593157,3.1797757130679454,11577.600388591494,7.761083798793526,80,1,DoS
91,12,10,336096,245028,657399.3634404182,6.4401326784698485,2445.7888410540772,425.86579124339954,1.0,3.0,0.0,170,1.0,1235.145382392473,1544.5324454989868,177.67287622514732,7901.522962001307,5738.924932607781,80,0,Benign
513,7,0,3376,4770,50419.18120492816,2.238120370684266,26.005696843945344,185.6029396202084,0.0,2.0,0.0,57,0.0,1.7955984022613525,128.26651776500222,121.1866262925863,9274.166942864782,130.40205999359793,52694,1,PortScan
66,3,5,41093,3778,9859761.474078707,175.41313284468941,5.538864708147718,91.44442199580075,0.0,2.0,0.0,43,0.0,401.5711929742084,220.57411794637028,5.0023358681608805,2177.4743218673357,33.07744920207781,18495,1,PortScan
1509,13,9,63433,8801,4637424.056465451,42.07359027046451,20.196736149815628,3.369665556473036,2.0,8.0,0.0,19,0.0,138.23062180267448,351.85118931090847,73.56868041504885,856.7141544808136,157.53558238957996,80,1,DoS
52,7,11,9634,697582,110229.0846585061,7.413434130134608,658.1664916644322,90.42906417600344,0.0,4.0,0.0,292,0.0,516.0006654785324,1937.2836838065734,573.789089349304,3022.9426693809714,6720.363048307393,80,0,Benign
1000,12,11,168247,1221195,853868.1193360148,4.49617796576871,3741.0209803168423,3034.3787315840045,1.0,2.0,0.0,142,2.0,9554.434068291917,21770.749422765904,339.15362803015967,8736.078116317096,46167.90309151798,80,0,Benign
1,7,4,41,176,8349.18676946477,5.728549656456309,29.1311567706211,63.21455438088945,0.0,9.0,0.0,47,0.0,24.991429789415253,10885.571824716313,5.029094826003017,55.07187783913533,86.68606876330487,80,0,Benign
1,4,3,810,64,304.95545376430033,162.5883982396078,6.910972952623453,13.058639114969285,1.0,2.0,0.0,50,0.0,650.0126773448442,121.33686895102795,8.61950154380843,1380.1035450522418,475.539886584225,21,0,Benign
7,6,1,72,34473,112940.77268099441,14.441271389969309,76.15573683302026,134.33054229534704,1.0,5.0,1.0,5,2.0,0.3013988815928231,1126.87414019927,1058.9282475607977,207.48327358416464,57.41801899020359,8080,0,Benign
92176,7,11,651,269,57.63432142276335,3.043923226070112,23.12278955712872,833.6075264463923,3.0,1.0,0.0,12,1.0,3119.9505920954352,857.9481923124746,1212.2783899609735,13.458828420235074,101.40544852711729,80,1,Infiltration
59,9,7,8467,26534,195953.50954166695,6.134080592189698,117.33141268860197,443.2255181511228,0.0,1.0,0.0,13,0.0,13221.589225771972,1849.2158924903017,269.353128041397,367.70358643703815,20680.64530608694,53,0,Benign
8,7,3,158,254,30434.10849983984,7.692796781011303,9.649594492671485,40.57651192613648,0.0,9.0,0.0,17,0.0,16.250132890791686,7.574580713324639,10.4444274235917,1481.0226610162174,29.930996675375106,443,0,Benign
42,9,7,18435,7721,484239.73264943087,28.490911948184518,328.5542034364301,665.6134567615571,1.0,4.0,1.0,13,1.0,295.1605083490861,160728.94295129034,3189.8670941948085,4278.858655881141,36418.38720725208,22,0,Benign
114,6,12,133273,275509,15216.574177963517,16.493628982315364,506.3490987948564,296.51283628677965,1.0,2.0,1.0,86,3.0,3625.480962513822,1937.0170253832143,35.852907445907114,19092.074605752794,362438.3238357845,443,0,Benign
2,3,0,36,383,34355.927640707545,46.701575082565675,98.07504375965169,29.20635668554749,1.0,6.0,3.0,8,0.0,1.5718715198270015,1.3893586740757407,3.3324188357993325,5.138350046538884,24.738665961425866,22,1,BruteForce
293,7,9,13798,11367,333118.5672772453,16.1464700264367,54.9474362928387,1898.235734765065,0.0,2.0,0.0,16,1.0,1391.4238841941115,139985.162548856,201.7407396171494,10257.603649914125,17238.61723330296,443,0,Benign
23,11,7,13295,12423,2289104.1978048463,65.20997882273697,542.5704038964159,3982.2385626471214,0.0,1.0,0.0,4,0.0,15382.725220087566,412.2658902224478,5039.3217012558725,7592.423507182921,11362.85752626913,443,0,Benign
7,105,7,12,12,8301815.458009485,2209.6282461650458,0.7621890254848099,35.72802058820714,7.0,51.0,2.0,101,11.0,1.4587389584506476,0.9363105746336141,1.775724660747208,52.37061931974346,0.5844621309635241,443,1,DoS
20,108,3,3,5,7399887029.222181,171509.75789405944,1.543894880804994,16.44165900167294,7.0,51.0,10.0,1118,11.0,1.985059702650627,1.1462270969283268,3.2278884899564106,181.83660538783744,8.243098906158304,443,1,DoS
0,93,2,92,3,298521.5378584591,3870.3187005830287,3.788310644997725,2.8528644385487425,8.0,44.0,3.0,202,9.0,0.8591501217342237,1.1763195916066302,2.4912461035821543,111.53531722458145,0.5176283822628162,443,1,DoS
368,8,8,89879,165976,299112.28920539684,120.25321146923201,507.06200163707655,2860.0081379656294,1.0,1.0,1.0,39,0.0,1381.6532166271184,10767.979205576532,132.05886030386705,3569.985946482154,13966.520756536705,80,0,Benign
24871,20,5,707,1999,15707260.088058155,20.99853587075324,4.366882400939728,462.44669470958064,1.0,5.0,0.0,17,2.0,49.73373257297083,124.1853728556185,0.7696552910329182,7570.6541933587,184.3352623188909,80,1,DoS
46,5,5,811,401,33.23219943375296,64.77145524642414,3.0940696566674255,3.632386112305877,0.0,7.0,0.0,55,2.0,90.1527215888822,18.354166217019877,840.735134001207,97.92839616268071,50.497202367276216,443,0,Benign
16,7,1,21,3938,545.3837141017102,3.8790407663109248,75.36526349976045,642.5607944020372,0.0,5.0,1.0,197,0.0,4.130338538236937,244.43817802325287,129.12785444410903,159.405691260494,228.54023319646546,21,0,Benign
11,20,4,86872,154,17700.499244646133,14.635975805754668,2.886718081537844,2815.2216774887934,1.0,2.0,0.0,14,1.0,98.39537617741823,170.8844793517679,0.7828897562972037,1169.3647695048746,4925.84953599759,80,1,DoS
64,7,12,24725,29074,76033.34256593014,17.665515763901706,132.78992586130101,472.49121199013535,0.0,0.0,1.0,30,0.0,22229.185735844818,6924.4162521368435,359.27322536262994,59679.22717308681,8354.521298497046,80,0,Benign
13303,14,8,321,31119,300.82818610719363,3.636673942382464,861.4980512532261,42.261815211344356,1.0,1.0,0.0,18,2.0,762321.9866864616,200.85412992264585,1.7640941594734272,664.8829027070168,301.7839224086065,80,1,Infiltration
601,15,6,5361,570933,329747.6173061326,32.134407903373564,5149.623746440007,456.2184651231359,2.0,0.0,1.0,39,0.0,2949.4481315569838,1596.0228472260467,448.51290414717084,22084.923466618275,10428.740745084453,22,0,Benign
8,13,10,58,192024,149521.35585003407,26.85764472484267,35.74075574671744,2879.6362121883326,0.0,1.0,0.0,90,0.0,2607.409121545746,2673.0130465365305,423.37282181463144,5901.912300538667,85285.5932922058,80,0,Benign
1,4,2,6,17,1092.9205110358241,11.506815293039955,10.310054158374015,33.49523286748322,0.0,7.0,3.0,11,0.0,5.704995076123043,1.5898913723957426,17.648625001511814,17.640649624674793,3.2623111845296577,22,1,BruteForce
1520,7,2,182,36,15363.376337263713,4.268611520405205,84.50592982985826,159.9822050679433,2.0,5.0,0.0,11,0.0,40.80048857010271,46.52288673688767,24.091994944025686,44.54557422123827,286.1100008619722,22,0,Benign
19,13,9,75388,8106,937116.6929855803,41.454148150636875,324.44839524593635,532.797988469325,1.0,6.0,1.0,191,1.0,1715.8895067541296,9435.390829758268,99.9172236269613,34540.14773631224,183231.46275704767,21,0,Benign
51904,6,11,1519,27185,1129.9156014767264,2.6861215381622143,806.9802080879201,2306.0373814681875,1.0,1.0,0.0,55,0.0,341817.675240561,57.8838511672869,876.360242933719,33.135919438257076,225.36684802529118,443,1,Infiltration
0,2,3,139,54,2414.9837978833416,82.4920041166078,0.7146891989934832,9.417786464257937,2.0,9.0,0.0,7,0.0,1.0476626756498961,1.3040269872636319,0.43660972770014017,9.269659239156809,46.902095752396285,21,1,BruteForce
78,9,8,2096,137156,570070.5275368087,30.071372587408764,356.6445615708767,282.0174441871936,2.0,0.0,0.0,124,1.0,48853.15193075772,2255.63213925527,529.3142454039074,4090.747499473451,119847.42437247143,8080,0,Benign
9,14,9,22265,1552,3638.387590465005,93.09424959489508,4.349093673051799,36.457219683963906,2.0,6.0,2.0,282,1.0,0.7771897802656607,8446.665883713405,39.81070389288489,1290.0689523051597,64654.91158680888,53,1,DoS
2,103,4,1558,21,22971140.971783496,42.45344478628057,2.596467182790582,5.842302318803052,13.0,55.0,6.0,225,9.0,0.7730904528986365,1.1593169968586423,1.0587648548963597,88.40379142256326,3.86390309452339,0,1,DoS
38,8,6,16651,23427,1202885.0452603567,116.48741390546394,441.07576619856843,1472.5750517129482,1.0,4.0,0.0,111,5.0,982.9860550392859,5644.295943031472,2445.204650191201,19966.874019018458,37865.69443292376,53,0,Benign
16,14,12,52398,208682,30089.301677752363,11.190983438971584,104.61107186283465,2849.395134098627,3.0,0.0,2.0,5,3.0,74358.67499324573,4976.623799712859,1254.3968668787586,1070.643954576819,346132.6760597819,25,0,Benign
6,8,7,79441,35886,521761.34129653114,109.77167741627768,179.0772837010112,57618.96257465473,1.0,2.0,0.0,75,0.0,32415.797453059342,4785.386118940127,141.85966583765182,8034.376022612278,72345.54374850112,80,0,Benign
1030,6,3,27,768,4694.117083477004,1.3211803257025245,54.98693091781845,92.52623196775161,1.0,5.0,3.0,36,1.0,230.9689176245887,28.450267270017132,37.17161559214076,34.58760093498432,570.0384113855954,53,0,Benign
34,14,5,38542,4772,633795.2221148199,162.56615344847438,16.58938430167786,10.655398874373669,3.0,9.0,0.0,205,4.0,10.763390160541546,18763.270173819696,70.14235999014113,168.97645254200825,1949.8938233913605,53,1,DoS
166,10,2,47581,383565,2810429.6109948205,67.24341695908161,253.37777587120806,1408.4151639102452,1.0,3.0,0.0,118,0.0,8206.063951297732,30526.898774477897,618.7015737460235,1783.1308009570719,16757.270860086992,80,0,Benign
26,11,16,4562,33128,564235.1670271317,11.65678471078417,172.58718175756377,114.1745504074009,1.0,2.0,1.0,7,1.0,2219.28969510004,17314.964233272567,1362.9191137841365,893.9111432429657,28907.60631849421,8080,0,Benign
163,10,7,284,21191,35.11214532797809,4.8996786485466135,6334.288804480236,6649.855819607299,1.0,0.0,0.0,11,1.0,15870.736146504727,10.050115114102775,6608.6735916109665,360.12867058884,114.12118586120917,80,1,Infiltration
193,8,5,50357,463138,1749014.8964003006,24.69477279165872,153.2717938282891,2716.9241030272137,1.0,2.0,3.0,102,3.0,580.7314172535811,5838.039169666523,155.89371395354314,4592.908786887598,5798.285938033644,80,0,Benign
1,2,4,279,4,19.859281547907724,275.4043757261422,28.918003931979587,18.346758228350847,2.0,6.0,1.0,5,0.0,4.631026350476627,2.0863891094466123,9.253547610785137,19.686168933121092,14.924168353567554,22,1,BruteForce
590,9,8,398930,125374,523109.32102055836,14.0689657303592,1125.4322160668396,3938.49182011437,1.0,1.0,1.0,56,3.0,2102.4260719903914,4986.112185621818,3755.5048771222746,4211.031500909483,50505.186148752495,80,0,Benign
13,124,3,46,19,180017625.9161645,599.9683707720736,0.9452693027286914,12.30565907970677,9.0,48.0,2.0,267,11.0,0.5047424827313806,1.117368397955611,1.6602498438753666,16.698872276607602,4.901067329639311,443,1,DoS
323,21,4,100516,2116,898.3093193114962,22.91021084251411,7.6921104366577,64.50704974240269,2.0,7.0,2.0,259,4.0,10.98312894117295,109.85993356329845,4.088801528885778,1754.3375853129112,895.6041533868512,80,1,DoS
123,12,9,308721,2584461,121267.34421710987,22.730644993863724,18.52367723361643,2510.678439132101,2.0,3.0,0.0,41,0.0,79483.60425446814,56094.90657234814,210.69561109291467,19622.58223286847,12686.935536069524,443,0,Benign
81809,11,10,306,205649,145.63986319219222,2.8910412430367995,68.64180082694793,229.13720079775695,1.0,0.0,0.0,3,2.0,1429.8275072342637,64.05426520833215,216.98771030306142,6.735908938976635,49.283041892880995,80,1,Infiltration
